reporter,partner,Exported value in 2001,Exported value in 2002,Exported value in 2003
Bosnia and Herzegovina,Italy,242106,287623,359460
Bosnia and Herzegovina,Croatia,126780,166365,231184
Bosnia and Herzegovina,Germany,123644,117157,215930
Bosnia and Herzegovina,Serbia and Montenegro,134622,230771,
Bosnia and Herzegovina,Slovenia,63306,65744,90712
Bosnia and Herzegovina,Austria,47735,39990,58410
Bosnia and Herzegovina,Hungary,5498,9112,22992
Bosnia and Herzegovina,France,57726,62851,90564
Bosnia and Herzegovina,Spain,11405,4876,21577
Bosnia and Herzegovina,Romania,8766,593,670
Bosnia and Herzegovina,Russian Federation,5208,530,2131
Bosnia and Herzegovina,"Macedonia, North",4150,14299,11753
Bosnia and Herzegovina,Egypt,12799,13855,5274
Bosnia and Herzegovina,United States of America,11881,16795,12615
Bosnia and Herzegovina,Slovakia,1213,2060,11588
Bosnia and Herzegovina,Türkiye,4926,6317,8343
Bosnia and Herzegovina,Belgium,9007,6740,9049
Bosnia and Herzegovina,Switzerland,2235,3377,4645
Bosnia and Herzegovina,Netherlands,7865,9821,12100
Bosnia and Herzegovina,Poland,3836,4026,4044
Bosnia and Herzegovina,Greece,16125,38908,27646
Bosnia and Herzegovina,Sweden,3451,3889,6387
Bosnia and Herzegovina,Czech Republic,3424,5521,6891
Bosnia and Herzegovina,United Kingdom,3750,4223,5999
Bosnia and Herzegovina,Norway,750,877,1633
Bosnia and Herzegovina,Portugal,4733,241,2963
Bosnia and Herzegovina,Canada,1026,1709,2981
Bosnia and Herzegovina,Denmark,3330,933,1415
Bosnia and Herzegovina,"Iran, Islamic Republic of",599,671,1320
Bosnia and Herzegovina,Indonesia,263,679,13
Bosnia and Herzegovina,Bulgaria,486,883,721
Bosnia and Herzegovina,Morocco,1893,1074,936
Bosnia and Herzegovina,Japan,230,372,577
Bosnia and Herzegovina,Tunisia,774,893,1250
Bosnia and Herzegovina,Albania,73,681,1272
Bosnia and Herzegovina,Ukraine,22,400,983
Bosnia and Herzegovina,Honduras,0,23,118
Bosnia and Herzegovina,South Africa,448,746,652
Bosnia and Herzegovina,Israel,956,685,184
Bosnia and Herzegovina,Syrian Arab Republic,0,0,1184
Bosnia and Herzegovina,Australia,1925,609,829
Bosnia and Herzegovina,China,674,383,639
Bosnia and Herzegovina,Argentina,253,166,303
Bosnia and Herzegovina,Finland,8986,291,768
Bosnia and Herzegovina,Colombia,559,126,117
Bosnia and Herzegovina,Kuwait,0,158,444
Bosnia and Herzegovina,Malaysia,13,1758,752
Bosnia and Herzegovina,Ireland,936,495,330
Bosnia and Herzegovina,Yemen,,,
Bosnia and Herzegovina,Philippines,25,150,712
Bosnia and Herzegovina,"Taipei, Chinese",86,249,370
Bosnia and Herzegovina,India,114,2040,3251
Bosnia and Herzegovina,"Moldova, Republic of",4,55,116
Bosnia and Herzegovina,Lithuania,167,228,158
Bosnia and Herzegovina,Pakistan,,,382
Bosnia and Herzegovina,Luxembourg,38,81,93
Bosnia and Herzegovina,Cyprus,20,131,616
Bosnia and Herzegovina,Saudi Arabia,92,96,97
Bosnia and Herzegovina,Estonia,117,107,111
Bosnia and Herzegovina,"Korea, Republic of",22,78,23
Bosnia and Herzegovina,Lebanon,83,126,82
Bosnia and Herzegovina,Belarus,1,7,4
Bosnia and Herzegovina,Iceland,36,33,51
Bosnia and Herzegovina,Latvia,5,9,1
Bosnia and Herzegovina,Armenia,0,0,171
Bosnia and Herzegovina,Mayotte,0,0,0
Bosnia and Herzegovina,Qatar,30,61,56
Bosnia and Herzegovina,"Macao, China",22,30,35
Bosnia and Herzegovina,Jordan,15,0,0
Bosnia and Herzegovina,New Zealand,50,52,88
Bosnia and Herzegovina,Kazakhstan,7,22,27
Bosnia and Herzegovina,Chile,9,22,33
Bosnia and Herzegovina,New Caledonia,2,0,0
Bosnia and Herzegovina,Barbados,0,0,0
Bosnia and Herzegovina,Peru,17,16,52
Bosnia and Herzegovina,Brazil,24,9,4
Bosnia and Herzegovina,Cambodia,0,0,0
Bosnia and Herzegovina,Dominican Republic,0,387,0
Bosnia and Herzegovina,Andorra,31,67,22
Bosnia and Herzegovina,Bangladesh,0,1,304
Bosnia and Herzegovina,Malta,0,40,124
Bosnia and Herzegovina,Mauritius,0,0,0
Bosnia and Herzegovina,Viet Nam,952,0,74
Bosnia and Herzegovina,Ghana,0,,3
Bosnia and Herzegovina,Cuba,0,0,0
Bosnia and Herzegovina,El Salvador,6,3,0
Bosnia and Herzegovina,Papua New Guinea,8,23,26
Bosnia and Herzegovina,Paraguay,0,0,0
Bosnia and Herzegovina,Algeria,0,318,0
Bosnia and Herzegovina,French Polynesia,2,1,3
Bosnia and Herzegovina,Kyrgyzstan,0,0,0
Bosnia and Herzegovina,Zimbabwe,10,0,0
Bosnia and Herzegovina,"Bolivia, Plurinational State of",0,7,3
Bosnia and Herzegovina,Côte d'Ivoire,0,0,0
Bosnia and Herzegovina,Angola,,,
Bosnia and Herzegovina,Faroe Islands,1,1,4
Bosnia and Herzegovina,"Hong Kong, China",100,14,270
Bosnia and Herzegovina,Nicaragua,0,0,2
Bosnia and Herzegovina,Bosnia and Herzegovina,,,3767
Bosnia and Herzegovina,Azerbaijan,85,0,2
Bosnia and Herzegovina,Bahrain,3,6,20
Bosnia and Herzegovina,Botswana,0,1,1
Bosnia and Herzegovina,Costa Rica,0,0,2
Bosnia and Herzegovina,Ecuador,0,53,5
Bosnia and Herzegovina,Gabon,12,0,0
Bosnia and Herzegovina,Georgia,0,62,73
Bosnia and Herzegovina,Guatemala,0,0,60
Bosnia and Herzegovina,Guyana,0,42,0
Bosnia and Herzegovina,Kenya,5,1,29
Bosnia and Herzegovina,Mozambique,378,0,0
Bosnia and Herzegovina,Oman,1,1,1
Bosnia and Herzegovina,Namibia,0,0,1
Bosnia and Herzegovina,Singapore,700,12,0
Bosnia and Herzegovina,Turks and Caicos Islands,0,90,0
Bosnia and Herzegovina,Uruguay,0,0,1
Bosnia and Herzegovina,"Venezuela, Bolivarian Republic of",0,50,0
